District,Block,Village,Year,OID_,total_household,household_with_connection,connection_percentage
Ri Bhoi,Umsning,Umjapung,2022-2023,459773,43,0,0.0
Ri Bhoi,Umsning,Umjarain,2022-2023,459774,9,0,0.0
Ri Bhoi,Umsning,Umkei,2022-2023,459775,188,130,69.15
Ri Bhoi,Umsning,Umkra,2022-2023,459776,153,0,0.0
Ri Bhoi,Umsning,Umktieh,2022-2023,459777,231,129,55.84
Ri Bhoi,Umsning,Umlaiteng,2022-2023,459778,115,0,0.0
Ri Bhoi,Umsning,Umlaper,2022-2023,459779,203,0,0.0
Ri Bhoi,Umsning,Umlaper,2022-2023,459780,63,0,0.0
Ri Bhoi,Umsning,Umlatar,2022-2023,459781,49,0,0.0
Ri Bhoi,Umsning,Umlatara,2022-2023,459782,31,0,0.0
Ri Bhoi,Umsning,Umnget (karbalu),2022-2023,459783,62,0,0.0
Ri Bhoi,Umsning,Umniangbyrnai Parila,2022-2023,459784,38,0,0.0
Ri Bhoi,Umsning,Umniuh,2022-2023,459785,126,0,0.0
Ri Bhoi,Umsning,Umraleng,2022-2023,459786,160,50,31.25
Ri Bhoi,Umsning,Umran Diary,2022-2023,459787,364,35,9.62
Ri Bhoi,Umsning,Umran Niangbyrnai,2022-2023,459788,164,0,0.0
Ri Bhoi,Umsning,Umsaw,2022-2023,459789,126,0,0.0
Ri Bhoi,Umsning,Umsawlum A,2022-2023,459790,218,4,1.83
Ri Bhoi,Umsning,Umsder,2022-2023,459791,40,0,0.0
Ri Bhoi,Umsning,Umshiaw,2022-2023,459792,262,90,34.35
Ri Bhoi,Umsning,Umsiang Maiong,2022-2023,459793,69,4,5.8
Ri Bhoi,Umsning,Umsiang Mawpdeng,2022-2023,459794,96,9,9.38
Ri Bhoi,Umsning,Umsning Umsohlang,2022-2023,459795,161,89,55.28
Ri Bhoi,Umsning,Umsohlang,2022-2023,459796,92,0,0.0
Ri Bhoi,Umsning,Umsynrem,2022-2023,459797,30,15,50.0
Ri Bhoi,Umsning,Umtangi,2022-2023,459798,77,0,0.0
Ri Bhoi,Umsning,Umtasor Mawdkhar,2022-2023,459799,290,110,37.93
Ri Bhoi,Umsning,Umtrew,2022-2023,459800,233,100,42.92
Ri Bhoi,Umsning,Umtring,2022-2023,459801,31,10,32.26
Ri Bhoi,Umsning,Umtung,2022-2023,459802,187,127,67.91
Ri Bhoi,Umsning,Umtyrkhang (umraleng),2022-2023,459803,18,5,27.78
Ri Bhoi,Umsning,Umtyrkhang,2022-2023,459804,61,0,0.0
Ri Bhoi,Umsning,Umtyrkhang,2022-2023,459805,61,0,0.0
Ri Bhoi,Umsning,Umwiehsnieh,2022-2023,459806,105,0,0.0
Ri Bhoi,Umsning,Wahlakhar,2022-2023,459807,81,1,1.23
Ri Bhoi,Umsning,Wahpipa,2022-2023,459808,35,0,0.0
Ri Bhoi,Umsning,Wahskuin,2022-2023,459809,3,2,66.67
South Garo Hills,Baghmara,Alokpang Songmong,2022-2023,459810,48,0,0.0
South Garo Hills,Baghmara,Aruak Songgitcham,2022-2023,459811,16,10,62.5
South Garo Hills,Baghmara,Badri Maidugittim,2022-2023,459812,85,0,0.0
South Garo Hills,Baghmara,Badri Rongdong,2022-2023,459813,72,50,69.44
South Garo Hills,Baghmara,Badri Rongdonggitam Kamagittim,2022-2023,459814,37,0,0.0
South Garo Hills,Baghmara,Bamon Dipogre,2022-2023,459815,48,2,4.17
South Garo Hills,Baghmara,Bamon Wakcholgri,2022-2023,459816,35,0,0.0
South Garo Hills,Baghmara,Bamongre,2022-2023,459817,63,0,0.0
South Garo Hills,Baghmara,Banajuri,2022-2023,459818,71,0,0.0
South Garo Hills,Baghmara,Bunakhol,2022-2023,459819,23,15,65.22
South Garo Hills,Baghmara,Chamabil Badimagre,2022-2023,459820,102,70,68.63
South Garo Hills,Baghmara,Chengbagre,2022-2023,459821,70,0,0.0
South Garo Hills,Baghmara,Chibe Janthagre,2022-2023,459822,48,0,0.0
South Garo Hills,Baghmara,Chigitchakgre,2022-2023,459823,52,34,65.38
South Garo Hills,Baghmara,Choklonggittim,2022-2023,459824,103,54,52.43
South Garo Hills,Baghmara,Coal India Colony,2022-2023,459825,6,0,0.0
South Garo Hills,Baghmara,Dabigre,2022-2023,459826,106,9,8.49
South Garo Hills,Baghmara,Darang Boldak,2022-2023,459827,141,45,31.91
South Garo Hills,Baghmara,Darangchiga,2022-2023,459828,39,0,0.0
South Garo Hills,Baghmara,Dareng Dajugittim,2022-2023,459829,170,50,29.41
South Garo Hills,Baghmara,Dengkandi Bolsalgittim,2022-2023,459830,38,0,0.0
South Garo Hills,Baghmara,Dikronggre,2022-2023,459831,31,0,0.0
South Garo Hills,Baghmara,Dobakol Awemong,2022-2023,459832,42,0,0.0
South Garo Hills,Baghmara,Dobakol Chongalgittim,2022-2023,459833,50,25,50.0
South Garo Hills,Baghmara,Dobakot Nengjagittim,2022-2023,459834,140,30,21.43
South Garo Hills,Baghmara,Dochetgittim,2022-2023,459835,121,80,66.12
South Garo Hills,Baghmara,Dubagre,2022-2023,459836,136,0,0.0
South Garo Hills,Baghmara,Eman Marakgittim,2022-2023,459837,29,0,0.0
South Garo Hills,Baghmara,Eman Warima,2022-2023,459838,61,0,0.0
South Garo Hills,Baghmara,Eringgre,2022-2023,459839,112,0,0.0
South Garo Hills,Baghmara,Gare Rongdigittim,2022-2023,459840,27,0,0.0
South Garo Hills,Baghmara,Goka Songmong,2022-2023,459841,40,0,0.0
South Garo Hills,Baghmara,Jaksongram,2022-2023,459842,171,58,33.92
South Garo Hills,Baghmara,Jongkolgittim Awe,2022-2023,459843,40,0,0.0
South Garo Hills,Baghmara,Karukol Adinggre,2022-2023,459844,89,0,0.0
South Garo Hills,Baghmara,Kharukol Konagittim,2022-2023,459845,40,0,0.0
South Garo Hills,Baghmara,Lower Dosogre,2022-2023,459846,96,51,53.13
South Garo Hills,Baghmara,Lower Patalgittim,2022-2023,459847,42,0,0.0
South Garo Hills,Baghmara,Medical Colony,2022-2023,459848,106,69,65.09
South Garo Hills,Baghmara,Megadop,2022-2023,459849,18,8,44.44
South Garo Hills,Baghmara,Mengkulgittim,2022-2023,459850,25,0,0.0
South Garo Hills,Baghmara,Namisikgre,2022-2023,459851,64,24,37.5
South Garo Hills,Baghmara,Nengkong Dorotgittim,2022-2023,459852,70,0,0.0
South Garo Hills,Baghmara,Nengkong Mendang,2022-2023,459853,87,0,0.0
South Garo Hills,Baghmara,Nongalbibra,2022-2023,459854,273,52,19.05
South Garo Hills,Baghmara,Nongalbibra Bazar,2022-2023,459855,95,0,0.0
South Garo Hills,Baghmara,Nengrut,2022-2023,459856,32,15,46.88
South Garo Hills,Baghmara,Rangpinram,2022-2023,459857,25,15,60.0
South Garo Hills,Baghmara,Ringramgre,2022-2023,459858,50,24,48.0
South Garo Hills,Baghmara,Rongchekgre,2022-2023,459859,90,45,50.0
South Garo Hills,Baghmara,Rongkandi Dengjama,2022-2023,459860,45,15,33.33
South Garo Hills,Baghmara,Rongkandi Nengbregittim,2022-2023,459861,49,0,0.0
South Garo Hills,Baghmara,Rongkandi Songgital,2022-2023,459862,110,0,0.0
South Garo Hills,Baghmara,Rongkhandi Jongsinggittim,2022-2023,459863,76,0,0.0
South Garo Hills,Baghmara,Rongmatma,2022-2023,459864,120,50,41.67
South Garo Hills,Baghmara,Rongsa Awe,2022-2023,459865,72,0,0.0
South Garo Hills,Baghmara,Siju Damikgittim,2022-2023,459866,287,105,36.59
South Garo Hills,Baghmara,Siju Dobakolgittim,2022-2023,459867,65,0,0.0
South Garo Hills,Baghmara,Siju Duramong,2022-2023,459868,100,0,0.0
South Garo Hills,Baghmara,Siju Jadigindam,2022-2023,459869,22,0,0.0
South Garo Hills,Baghmara,Siju Nengrugittim,2022-2023,459870,82,30,36.59
South Garo Hills,Baghmara,Siju Rongkenggittim,2022-2023,459871,101,0,0.0
South Garo Hills,Baghmara,Siju Rongmehgittim,2022-2023,459872,14,0,0.0
South Garo Hills,Baghmara,Siju Songmong,2022-2023,459873,43,0,0.0
South Garo Hills,Baghmara,Siju Tolegre,2022-2023,459874,73,0,0.0
South Garo Hills,Baghmara,Siju-ganga Awe,2022-2023,459875,125,0,0.0
South Garo Hills,Baghmara,Sudu Boldak,2022-2023,459876,63,0,0.0
South Garo Hills,Baghmara,Sudu Nengjaring,2022-2023,459877,31,0,0.0
South Garo Hills,Baghmara,Sudugre,2022-2023,459878,63,22,34.92
South Garo Hills,Baghmara,Tainang Songmong,2022-2023,459879,154,0,0.0
South Garo Hills,Baghmara,Tengkigittim,2022-2023,459880,54,0,0.0
South Garo Hills,Baghmara,Tolebrugittim,2022-2023,459881,65,20,30.77
South Garo Hills,Baghmara,Upper Dosogre,2022-2023,459882,68,0,0.0
South Garo Hills,Baghmara,Wakgru Ading,2022-2023,459883,150,15,10.0
South Garo Hills,Chokpot,Agittinggre,2022-2023,459884,25,0,0.0
South Garo Hills,Chokpot,Asinanggre,2022-2023,459885,22,8,36.36
South Garo Hills,Chokpot,Asugiri,2022-2023,459886,72,0,0.0
South Garo Hills,Chokpot,Awegiri,2022-2023,459887,18,0,0.0
South Garo Hills,Chokpot,Bakatagri,2022-2023,459888,19,0,0.0
South Garo Hills,Chokpot,Balsiragre,2022-2023,459889,21,0,0.0
South Garo Hills,Chokpot,Balwatgre,2022-2023,459890,58,30,51.72
South Garo Hills,Chokpot,Bandarigre,2022-2023,459891,34,0,0.0
South Garo Hills,Chokpot,Budigre,2022-2023,459892,13,0,0.0
South Garo Hills,Chokpot,Budu - Watregiri,2022-2023,459893,29,0,0.0
South Garo Hills,Chokpot,Chambuagre,2022-2023,459894,5,0,0.0
South Garo Hills,Chokpot,Chokpotgre,2022-2023,459895,284,0,0.0
South Garo Hills,Chokpot,Dagal Gopgre (a),2022-2023,459896,80,0,0.0
South Garo Hills,Chokpot,Dajegre,2022-2023,459897,43,0,0.0
South Garo Hills,Chokpot,Daje Badimagre,2022-2023,459898,11,0,0.0
South Garo Hills,Chokpot,Daji Boldakgre,2022-2023,459899,13,0,0.0
South Garo Hills,Chokpot,Daju Rongbinggre,2022-2023,459900,16,0,0.0
South Garo Hills,Chokpot,Deji Teksragre,2022-2023,459901,26,0,0.0
South Garo Hills,Chokpot,Damalgre,2022-2023,459902,16,0,0.0
South Garo Hills,Chokpot,Damikchigre,2022-2023,459903,40,0,0.0
South Garo Hills,Chokpot,Danggilgri,2022-2023,459904,29,0,0.0
South Garo Hills,Chokpot,Darengiri,2022-2023,459905,45,0,0.0
South Garo Hills,Chokpot,Debaigre,2022-2023,459906,6,3,50.0
South Garo Hills,Chokpot,Debandagre,2022-2023,459907,40,0,0.0
South Garo Hills,Chokpot,Dekigre,2022-2023,459908,28,0,0.0
South Garo Hills,Chokpot,Deku -bazar,2022-2023,459909,23,11,47.83
South Garo Hills,Chokpot,Dindigre,2022-2023,459910,18,0,0.0
South Garo Hills,Chokpot,Dingbinggre,2022-2023,459911,20,0,0.0
South Garo Hills,Chokpot,Dobagiri,2022-2023,459912,21,0,0.0
South Garo Hills,Chokpot,Dobagre,2022-2023,459913,49,0,0.0
South Garo Hills,Chokpot,Dobagre,2022-2023,459914,49,0,0.0
South Garo Hills,Chokpot,Dokananggre,2022-2023,459915,20,0,0.0
South Garo Hills,Chokpot,Durabanda -chambugonggittim,2022-2023,459916,54,0,0.0
South Garo Hills,Chokpot,Gagagri,2022-2023,459917,20,0,0.0
South Garo Hills,Chokpot,Gandak Nawepilgiri,2022-2023,459918,14,9,64.29
South Garo Hills,Chokpot,Ganchikalak,2022-2023,459919,43,25,58.14
South Garo Hills,Chokpot,Gaturagre,2022-2023,459920,26,0,0.0
South Garo Hills,Chokpot,Gongganggre,2022-2023,459921,107,0,0.0
South Garo Hills,Chokpot,Janeagre,2022-2023,459922,32,0,0.0
South Garo Hills,Chokpot,Kalsimpara,2022-2023,459923,12,0,0.0
South Garo Hills,Chokpot,Kalupara,2022-2023,459924,51,0,0.0
South Garo Hills,Chokpot,Kama Anigre,2022-2023,459925,43,26,60.47
South Garo Hills,Chokpot,Kenegre,2022-2023,459926,120,2,1.67
South Garo Hills,Chokpot,Magapagre,2022-2023,459927,39,0,0.0
South Garo Hills,Chokpot,Mon Adanggre,2022-2023,459928,21,0,0.0
South Garo Hills,Chokpot,Mon Dobakkolgre,2022-2023,459929,51,0,0.0
South Garo Hills,Chokpot,Mon-rongsnagre,2022-2023,459930,11,0,0.0
South Garo Hills,Chokpot,Monsongmong,2022-2023,459931,37,0,0.0
South Garo Hills,Chokpot,Nachi Adugiri,2022-2023,459932,22,10,45.45
South Garo Hills,Chokpot,Papa Dajinggre,2022-2023,459933,18,0,0.0
South Garo Hills,Chokpot,Paramgri,2022-2023,459934,75,0,0.0
South Garo Hills,Chokpot,Ramigre,2022-2023,459935,16,0,0.0
South Garo Hills,Chokpot,Rimrangpara Adinggre,2022-2023,459936,18,11,61.11
South Garo Hills,Chokpot,Ringkap -songgital,2022-2023,459937,23,0,0.0
South Garo Hills,Chokpot,Ringkap Sonawari,2022-2023,459938,40,0,0.0
South Garo Hills,Chokpot,Ringkap Songmong,2022-2023,459939,60,0,0.0
South Garo Hills,Chokpot,Rombagiri,2022-2023,459940,34,0,0.0
South Garo Hills,Chokpot,Rompragre,2022-2023,459941,39,0,0.0
South Garo Hills,Chokpot,Rongbil Banggre,2022-2023,459942,35,18,51.43
South Garo Hills,Chokpot,Rongkugre,2022-2023,459943,61,36,59.02
South Garo Hills,Chokpot,Rongma Rekmangre,2022-2023,459944,60,28,46.67
South Garo Hills,Chokpot,Rongrak Teksragre,2022-2023,459945,47,0,0.0
South Garo Hills,Chokpot,Sandong,2022-2023,459946,42,0,0.0
South Garo Hills,Chokpot,Sangknigre,2022-2023,459947,68,0,0.0
South Garo Hills,Chokpot,Satilokgre,2022-2023,459948,21,0,0.0
South Garo Hills,Chokpot,Sembu Jangkinggitim,2022-2023,459949,12,0,0.0
South Garo Hills,Chokpot,Sembu Jibangittim,2022-2023,459950,10,0,0.0
South Garo Hills,Chokpot,Sembu Nokatgre,2022-2023,459951,15,0,0.0
South Garo Hills,Chokpot,Silki-betagre,2022-2023,459952,110,0,0.0
South Garo Hills,Chokpot,Silki Christiangittim,2022-2023,459953,200,0,0.0
South Garo Hills,Chokpot,Silki Rongsibongre,2022-2023,459954,46,0,0.0
South Garo Hills,Chokpot,Sona Ramgre,2022-2023,459955,20,0,0.0
South Garo Hills,Chokpot,Songma Matchokgre,2022-2023,459956,6,0,0.0
South Garo Hills,Chokpot,Tebilgre,2022-2023,459957,63,0,0.0
South Garo Hills,Chokpot,Tokrok - Anchenggre,2022-2023,459958,18,0,0.0
South Garo Hills,Chokpot,Waidagiri,2022-2023,459959,8,0,0.0
South Garo Hills,Chokpot,Wainabenggre,2022-2023,459960,28,0,0.0
South Garo Hills,Chokpot,Warima - Chokela,2022-2023,459961,39,20,51.28
South Garo Hills,Chokpot,Warima Dooldu,2022-2023,459962,37,18,48.65
South Garo Hills,Chokpot,Warima Duragre,2022-2023,459963,29,15,51.72
South Garo Hills,Chokpot,Warimagre,2022-2023,459964,78,40,51.28
South Garo Hills,Chokpot,Waro Songgital,2022-2023,459965,16,0,0.0
South Garo Hills,Chokpot,Waro Songgitcham,2022-2023,459966,9,0,0.0
South Garo Hills,Chokpot,Watregre,2022-2023,459967,37,0,0.0
South Garo Hills,Gasuapara,Aritakgiri,2022-2023,459968,30,20,66.67
South Garo Hills,Gasuapara,Chigitchakgre,2022-2023,459969,8,4,50.0
South Garo Hills,Gasuapara,Dangsugre,2022-2023,459970,39,0,0.0
South Garo Hills,Gasuapara,Demplipara,2022-2023,459971,79,15,18.99
South Garo Hills,Gasuapara,Dimapara,2022-2023,459972,79,0,0.0
South Garo Hills,Gasuapara,Gandhibor,2022-2023,459973,77,0,0.0
South Garo Hills,Gasuapara,Gandugri,2022-2023,459974,68,29,42.65
South Garo Hills,Gasuapara,Jadugiri,2022-2023,459975,37,15,40.54
South Garo Hills,Gasuapara,Kapasipara,2022-2023,459976,206,135,65.53
South Garo Hills,Gasuapara,Lower Gasuapara,2022-2023,459977,224,0,0.0
South Garo Hills,Gasuapara,Megua Abagre,2022-2023,459978,95,41,43.16
South Garo Hills,Gasuapara,New Jatrakona,2022-2023,459979,20,10,50.0
South Garo Hills,Gasuapara,Rangrachi,2022-2023,459980,16,0,0.0
South Garo Hills,Gasuapara,Rongmai Songgital,2022-2023,459981,7,0,0.0
South Garo Hills,Gasuapara,Rongsugre,2022-2023,459982,36,18,50.0
South Garo Hills,Gasuapara,Ruga Reginggittim,2022-2023,459983,32,0,0.0
South Garo Hills,Gasuapara,Ruga Songmong,2022-2023,459984,61,0,0.0
South Garo Hills,Gasuapara,Sempara,2022-2023,459985,98,64,65.31
South Garo Hills,Gasuapara,Silkiadu,2022-2023,459986,4,0,0.0
South Garo Hills,Rongara,Ailatuli,2022-2023,459987,50,0,0.0
South Garo Hills,Rongara,Alokpang Nakalgri,2022-2023,459988,54,28,51.85
South Garo Hills,Rongara,Bolbokgre,2022-2023,459989,21,10,47.62
South Garo Hills,Rongara,Bonbera,2022-2023,459990,15,0,0.0
South Garo Hills,Rongara,Chenggni Champa,2022-2023,459991,35,20,57.14
South Garo Hills,Rongara,Chimitap,2022-2023,459992,29,0,0.0
South Garo Hills,Rongara,Chutmang Gonggrot,2022-2023,459993,38,0,0.0
South Garo Hills,Rongara,Dagalgittim,2022-2023,459994,22,0,0.0
South Garo Hills,Rongara,Dalengittim,2022-2023,459995,70,0,0.0
South Garo Hills,Rongara,Danala Nokat,2022-2023,459996,13,6,46.15
South Garo Hills,Rongara,Dobakol,2022-2023,459997,40,25,62.5
South Garo Hills,Rongara,Kalu Songmong,2022-2023,459998,20,0,0.0
South Garo Hills,Rongara,Kunchung,2022-2023,459999,20,0,0.0
South Garo Hills,Rongara,Mahadeo Songmong,2022-2023,460000,50,15,30.0
South Garo Hills,Rongara,Mahadeo Warima,2022-2023,460001,65,11,16.92
South Garo Hills,Rongara,Malikona,2022-2023,460002,167,72,43.11
South Garo Hills,Rongara,Mongmabel,2022-2023,460003,77,0,0.0
South Garo Hills,Rongara,New Rompa,2022-2023,460004,41,24,58.54
South Garo Hills,Rongara,Nikwatgri,2022-2023,460005,48,0,0.0
South Garo Hills,Rongara,Pochismile,2022-2023,460006,27,15,55.56
South Garo Hills,Rongara,Rambilgittim,2022-2023,460007,56,0,0.0
South Garo Hills,Rongara,Rangasora,2022-2023,460008,61,0,0.0
South Garo Hills,Rongara,Rantangsora,2022-2023,460009,24,0,0.0
South Garo Hills,Rongara,Rewak Songmong,2022-2023,460010,39,0,0.0
South Garo Hills,Rongara,Rona-agal,2022-2023,460011,14,6,42.86
South Garo Hills,Rongara,Rongjol Songgital,2022-2023,460012,47,30,63.83
South Garo Hills,Rongara,Rongsu Agal,2022-2023,460013,54,0,0.0
South Garo Hills,Rongara,Rongsu Mongbit -gittim,2022-2023,460014,38,0,0.0
South Garo Hills,Rongara,Rongsu Rongrigittim,2022-2023,460015,63,0,0.0
South Garo Hills,Rongara,Rongsu Rongwakgittim,2022-2023,460016,33,0,0.0
South Garo Hills,Rongara,Rongtotma,2022-2023,460017,75,33,44.0
South Garo Hills,Rongara,Seelpang,2022-2023,460018,28,10,35.71
South Garo Hills,Rongara,Teptepa,2022-2023,460019,29,0,0.0
South Garo Hills,Rongara,Toklekbari,2022-2023,460020,42,0,0.0
South Garo Hills,Rongara,Upper Pasgao,2022-2023,460021,36,0,0.0
South Garo Hills,Rongara,Wagekona,2022-2023,460022,75,0,0.0
South Garo Hills,Rongara,Warima Konagittim,2022-2023,460023,22,0,0.0
South West Garo Hills,Betasing,Adugre,2022-2023,460024,103,68,66.02
South West Garo Hills,Betasing,Adugre,2022-2023,460025,103,68,66.02
South West Garo Hills,Betasing,Ajonggre,2022-2023,460026,65,0,0.0
South West Garo Hills,Betasing,Anchenggre,2022-2023,460027,50,26,52.0
South West Garo Hills,Betasing,Arenggre,2022-2023,460028,112,60,53.57
South West Garo Hills,Betasing,Asanggre,2022-2023,460029,30,0,0.0
South West Garo Hills,Betasing,Badagre,2022-2023,460030,58,1,1.72
South West Garo Hills,Betasing,Bainapara,2022-2023,460031,68,38,55.88
South West Garo Hills,Betasing,Bainapara Koch,2022-2023,460032,83,2,2.41
South West Garo Hills,Betasing,Bandrikona,2022-2023,460033,31,3,9.68
South West Garo Hills,Betasing,Bansali,2022-2023,460034,173,1,0.58
South West Garo Hills,Betasing,Bashbari,2022-2023,460035,80,49,61.25
South West Garo Hills,Betasing,Belbupara,2022-2023,460036,52,23,44.23
South West Garo Hills,Betasing,Bisindagri,2022-2023,460037,4,1,25.0
South West Garo Hills,Betasing,Bokmagre,2022-2023,460038,183,5,2.73
South West Garo Hills,Betasing,Bolchugre,2022-2023,460039,86,0,0.0
South West Garo Hills,Betasing,Bollongri,2022-2023,460040,55,37,67.27
South West Garo Hills,Betasing,Bolsal Dobokgri,2022-2023,460041,66,0,0.0
South West Garo Hills,Betasing,Bongpara Nokat (guragre),2022-2023,460042,53,30,56.6
South West Garo Hills,Betasing,Borjopara,2022-2023,460043,54,22,40.74
South West Garo Hills,Betasing,Chidegre,2022-2023,460044,27,15,55.56
South West Garo Hills,Betasing,Chigitchakgri,2022-2023,460045,204,0,0.0
South West Garo Hills,Betasing,Chigitchakgri,2022-2023,460046,33,0,0.0
South West Garo Hills,Betasing,Chillipara Nokat,2022-2023,460047,82,0,0.0
South West Garo Hills,Betasing,Chimisenggre,2022-2023,460048,120,1,0.83
South West Garo Hills,Betasing,Chipra Ka`ma,2022-2023,460049,45,21,46.67
South West Garo Hills,Betasing,Chisregre,2022-2023,460050,114,1,0.88
South West Garo Hills,Betasing,Dengnakpara,2022-2023,460051,138,8,5.8
South West Garo Hills,Betasing,Deokashra,2022-2023,460052,59,37,62.71
South West Garo Hills,Betasing,Dingjor,2022-2023,460053,70,48,68.57
South West Garo Hills,Betasing,Dolbari,2022-2023,460054,74,42,56.76
South West Garo Hills,Betasing,Gara Bokmangri,2022-2023,460055,30,0,0.0
South West Garo Hills,Betasing,Gimbilgri,2022-2023,460056,57,3,5.26
South West Garo Hills,Betasing,Gittimgre,2022-2023,460057,25,1,4.0
South West Garo Hills,Betasing,Golagri,2022-2023,460058,67,43,64.18
South West Garo Hills,Betasing,Goldatgre,2022-2023,460059,88,61,69.32
South West Garo Hills,Betasing,Golmangri,2022-2023,460060,43,1,2.33
South West Garo Hills,Betasing,Gondagre,2022-2023,460061,25,17,68.0
South West Garo Hills,Betasing,Grenggandhi,2022-2023,460062,130,2,1.54
South West Garo Hills,Betasing,Hajonggri,2022-2023,460063,74,3,4.05
South West Garo Hills,Betasing,Jamanggri,2022-2023,460064,145,1,0.69
South West Garo Hills,Betasing,Jangnapara,2022-2023,460065,74,0,0.0
South West Garo Hills,Betasing,Jaranggre,2022-2023,460066,31,0,0.0
South West Garo Hills,Betasing,Jelbongpara Nokat,2022-2023,460067,24,12,50.0
South West Garo Hills,Betasing,Jenggitchakgre,2022-2023,460068,25,0,0.0
South West Garo Hills,Betasing,Jholgaon,2022-2023,460069,46,1,2.17
South West Garo Hills,Betasing,Jongchet Para Nokat,2022-2023,460070,19,0,0.0
South West Garo Hills,Betasing,Kasibil,2022-2023,460071,61,0,0.0
South West Garo Hills,Betasing,Katalbari,2022-2023,460072,66,41,62.12
South West Garo Hills,Betasing,Kebolpara,2022-2023,460073,101,1,0.99
South West Garo Hills,Betasing,Kolkatola,2022-2023,460074,70,0,0.0
South West Garo Hills,Betasing,Kongpara,2022-2023,460075,77,50,64.94
South West Garo Hills,Betasing,Lower Damalgre,2022-2023,460076,226,7,3.1
South West Garo Hills,Betasing,Mangsanggre,2022-2023,460077,26,0,0.0
South West Garo Hills,Betasing,Marpara,2022-2023,460078,96,50,52.08
South West Garo Hills,Betasing,Masalgri,2022-2023,460079,93,60,64.52
South West Garo Hills,Betasing,Matchokpara,2022-2023,460080,25,16,64.0
South West Garo Hills,Betasing,Misikona,2022-2023,460081,35,21,60.0
South West Garo Hills,Betasing,Mohesbatanpara,2022-2023,460082,70,41,58.57
South West Garo Hills,Betasing,Mokpara,2022-2023,460083,46,0,0.0
South West Garo Hills,Betasing,Molmegre,2022-2023,460084,15,6,40.0
South West Garo Hills,Betasing,Morkona,2022-2023,460085,131,65,49.62
South West Garo Hills,Betasing,Murchapani Garo,2022-2023,460086,114,0,0.0
South West Garo Hills,Betasing,Murchapani Koch,2022-2023,460087,50,0,0.0
South West Garo Hills,Betasing,Murikhati,2022-2023,460088,53,22,41.51
South West Garo Hills,Betasing,Naragre,2022-2023,460089,80,49,61.25
South West Garo Hills,Betasing,Noabolsalgre,2022-2023,460090,21,1,4.76
South West Garo Hills,Betasing,Noagre,2022-2023,460091,79,1,1.27
South West Garo Hills,Betasing,Purasinga,2022-2023,460092,65,44,67.69
South West Garo Hills,Betasing,Rongbakgri,2022-2023,460093,40,0,0.0
South West Garo Hills,Betasing,Rongchadenggri,2022-2023,460094,171,2,1.17
South West Garo Hills,Betasing,Rongramgre,2022-2023,460095,174,5,2.87
South West Garo Hills,Betasing,Rongsang Abagri,2022-2023,460096,67,4,5.97
South West Garo Hills,Betasing,Rongsang Songma,2022-2023,460097,125,4,3.2
South West Garo Hills,Betasing,Sagorkona,2022-2023,460098,66,40,60.61
South West Garo Hills,Betasing,Salbarigiri,2022-2023,460099,39,25,64.1
South West Garo Hills,Betasing,Sasatbolgiri,2022-2023,460100,32,0,0.0
South West Garo Hills,Betasing,Simsang Bokmangri,2022-2023,460101,73,0,0.0
South West Garo Hills,Betasing,Taktaki,2022-2023,460102,148,85,57.43
South West Garo Hills,Betasing,Thakunranbari,2022-2023,460103,130,85,65.38
South West Garo Hills,Betasing,Tokonchi,2022-2023,460104,47,0,0.0
South West Garo Hills,Betasing,Ulubari,2022-2023,460105,66,30,45.45
South West Garo Hills,Betasing,Upper Damalgri,2022-2023,460106,59,0,0.0
South West Garo Hills,Betasing,Wadagri,2022-2023,460107,40,2,5.0
South West Garo Hills,Betasing,Wakka Akongre,2022-2023,460108,34,1,2.94
South West Garo Hills,Betasing,Wakka Kama,2022-2023,460109,65,45,69.23
South West Garo Hills,Betasing,Wakkagri,2022-2023,460110,43,1,2.33
South West Garo Hills,Betasing,Watregre,2022-2023,460111,84,54,64.29
South West Garo Hills,Zikzak,Anchenggre Simlakona,2022-2023,460112,66,0,0.0
South West Garo Hills,Zikzak,Aningpara,2022-2023,460113,79,0,0.0
South West Garo Hills,Zikzak,Aragittim,2022-2023,460114,65,0,0.0
South West Garo Hills,Zikzak,Aruagri.,2022-2023,460115,43,0,0.0
South West Garo Hills,Zikzak,Baghana,2022-2023,460116,36,0,0.0
South West Garo Hills,Zikzak,Bakdagiri,2022-2023,460117,82,0,0.0
South West Garo Hills,Zikzak,Baksapara,2022-2023,460118,88,0,0.0
South West Garo Hills,Zikzak,Banangpra,2022-2023,460119,22,0,0.0
South West Garo Hills,Zikzak,Bangdapara,2022-2023,460120,79,0,0.0
South West Garo Hills,Zikzak,Bhoirakupi,2022-2023,460121,130,60,46.15
South West Garo Hills,Zikzak,Bhoirakupi (beltuli),2022-2023,460122,52,0,0.0
South West Garo Hills,Zikzak,Bildoba,2022-2023,460123,90,0,0.0
South West Garo Hills,Zikzak,Boirakupi (latubari),2022-2023,460124,25,0,0.0
South West Garo Hills,Zikzak,Bolchugiri,2022-2023,460125,58,0,0.0
South West Garo Hills,Zikzak,Boldakgiri,2022-2023,460126,120,0,0.0
South West Garo Hills,Zikzak,Boldamgre,2022-2023,460127,90,50,55.56
South West Garo Hills,Zikzak,Boldorenggiri,2022-2023,460128,14,0,0.0
